amount,velocity,device_change,location_change,transaction_frequency,merchant_category,fraud
6108.5,1,0,0,8,FOOD,0
398.19,1,0,0,2,ELECTRONICS,0
367.34,3,0,0,2,GROCERY,0
26729.84,1,0,0,1,OTHER,0
4783.89,2,0,0,2,GROCERY,0
10949.62,2,0,0,3,OTHER,0
5322.84,1,1,0,3,CRYPTO,1
42371.94,6,1,0,2,CRYPTO,1
4502.33,1,0,0,8,SHOPPING,0
8422.76,8,0,0,6,SHOPPING,0
30921.7,3,0,0,1,SHOPPING,0
27671.1,3,0,0,4,OTHER,0
3088.79,1,1,0,2,GROCERY,0
24341.14,2,0,0,7,SHOPPING,0
9192.51,1,0,0,5,OTHER,0
9894.78,1,0,0,3,SHOPPING,0
2149.05,2,0,0,2,SHOPPING,0
1260.53,1,0,0,3,TRAVEL,0
19525.95,1,0,0,4,OTHER,0
10291.42,4,0,0,3,FOOD,0
8613.16,4,0,0,3,OTHER,0
19612.7,1,0,0,6,FOOD,0
21755.32,9,0,0,4,GAMING,1
2595.82,2,0,0,6,FOOD,0
14132.79,2,0,0,3,GROCERY,0
2181.53,1,0,0,7,GAMING,0
20877.15,2,1,0,4,SHOPPING,1
16048.41,2,0,0,6,SHOPPING,0
47064.49,3,0,0,1,SHOPPING,0
1071.76,1,0,0,5,TRAVEL,0
881.21,1,0,0,6,FOOD,0
4973.19,2,1,0,10,FOOD,0
4551.19,3,0,0,4,SHOPPING,0
4254.93,2,0,1,9,GROCERY,0
35507.59,1,1,0,3,TRAVEL,0
4306.16,3,0,0,7,GAMING,0
4760.78,1,0,0,2,ELECTRONICS,0
21369.18,4,0,0,5,SHOPPING,0
8960.46,7,0,1,3,TRAVEL,1
22489.3,1,0,0,4,GROCERY,0
1014.01,2,0,0,7,OTHER,0
10028.9,5,0,0,3,TRAVEL,0
512.87,3,1,0,8,FOOD,1
970.53,3,0,0,3,FOOD,0
35536.88,4,0,1,1,ELECTRONICS,0
2249.19,2,0,0,4,TRAVEL,0
11402.79,3,0,0,4,GROCERY,0
7942.37,3,0,0,3,SHOPPING,0
6400.56,2,0,0,4,ELECTRONICS,0
34513.8,5,0,0,4,FOOD,0
330.98,6,0,0,4,SHOPPING,0
16350.28,4,0,0,2,FOOD,0
49613.32,1,0,1,2,GROCERY,1
12320.44,3,0,0,3,SHOPPING,0
41427.1,1,0,0,1,ELECTRONICS,0
805.09,3,0,0,3,FOOD,0
8139.73,1,0,0,4,GAMING,0
4519.78,3,0,0,5,ELECTRONICS,0
19685.68,2,0,0,4,SHOPPING,0
59686.14,2,1,1,6,OTHER,1
4446.4,1,0,0,2,OTHER,0
15927.32,4,0,0,2,TRAVEL,0
3311.53,5,0,0,3,TRAVEL,0
12497.53,1,0,0,5,FOOD,0
9352.43,1,1,0,3,OTHER,0
53636.12,3,0,0,7,OTHER,0
14067.59,4,1,0,5,ELECTRONICS,1
6450.36,4,0,0,3,GROCERY,0
1817.2,4,0,0,7,ELECTRONICS,0
2459.8,1,0,0,5,FOOD,0
3829.52,1,0,1,2,GROCERY,0
4334.58,3,0,1,6,GAMING,1
28518.53,4,1,0,4,OTHER,0
12356.45,2,0,0,6,GROCERY,0
11115.88,1,0,1,2,GROCERY,0
1828.6,1,0,0,6,FOOD,0
29506.67,2,0,0,4,OTHER,0
19246.01,3,0,0,6,ELECTRONICS,0
1051.0,1,0,0,2,ELECTRONICS,0
18456.55,1,0,0,5,SHOPPING,0
11763.75,3,0,0,5,SHOPPING,0
1278.88,4,0,0,4,FOOD,0
9195.66,3,0,0,7,GROCERY,0
9944.98,3,0,0,3,GAMING,0
2718.77,2,1,0,5,SHOPPING,0
43697.95,3,0,0,6,FOOD,0
28454.34,1,0,0,7,TRAVEL,0
16585.57,4,0,0,2,FOOD,0
9306.69,3,0,0,1,SHOPPING,0
7959.45,3,0,0,4,GROCERY,0
15789.11,2,1,1,3,GAMING,1
11826.11,2,0,0,4,FOOD,0
964.45,1,1,0,4,SHOPPING,0
10777.06,1,0,1,5,GAMING,1
24629.7,3,0,0,1,ELECTRONICS,0
9221.69,6,0,0,6,SHOPPING,0
800.32,1,0,0,3,GROCERY,0
23146.2,1,0,0,1,OTHER,0
3372.75,1,0,0,3,GROCERY,0
4488.65,2,0,0,1,ELECTRONICS,0
2699.58,2,0,0,6,OTHER,1
6011.98,4,0,1,3,FOOD,0
21205.08,3,0,0,4,GROCERY,0
10990.36,3,0,0,8,FOOD,0
3438.96,1,1,0,5,FOOD,0
31535.14,2,1,0,6,SHOPPING,0
31751.78,1,0,0,3,SHOPPING,0
30670.2,1,0,0,3,ELECTRONICS,0
4092.81,7,0,1,2,OTHER,1
9001.39,5,0,0,3,SHOPPING,0
62985.24,1,0,0,4,ELECTRONICS,0
22176.97,1,0,1,1,GROCERY,1
413.15,2,0,0,6,FOOD,0
1011.41,1,0,0,4,GROCERY,0
9352.4,4,0,0,2,ELECTRONICS,0
35989.78,3,0,0,5,OTHER,0
11605.66,3,0,0,7,OTHER,0
10331.73,3,0,1,3,FOOD,0
1671.91,1,0,0,1,FOOD,0
16040.76,3,0,0,1,FOOD,0
25898.27,3,0,0,2,FOOD,0
7180.7,1,0,0,2,GROCERY,0
22415.67,5,0,0,7,GROCERY,0
50063.48,3,0,0,1,FOOD,0
3417.94,3,0,0,4,GROCERY,0
11113.95,2,0,0,3,GROCERY,0
5077.01,1,0,0,5,ELECTRONICS,0
23615.0,3,1,0,1,TRAVEL,0
12926.8,3,0,0,5,OTHER,0
15100.72,2,0,0,2,SHOPPING,0
23985.94,5,1,0,2,SHOPPING,0
7561.98,2,1,0,3,GROCERY,0
36992.46,2,0,0,4,GROCERY,0
11422.32,4,0,1,3,ELECTRONICS,0
2578.82,1,0,0,4,FOOD,0
17855.94,3,0,0,6,GAMING,0
23644.5,2,0,0,4,ELECTRONICS,0
5713.67,3,0,0,5,ELECTRONICS,0
29192.47,3,0,0,5,ELECTRONICS,0
35489.78,2,0,0,7,ELECTRONICS,0
4863.21,3,0,0,5,SHOPPING,0
61585.46,2,1,0,4,ELECTRONICS,1
2274.76,2,0,0,4,SHOPPING,0
3384.99,4,0,0,6,FOOD,0
3054.25,3,0,0,4,FOOD,0
33663.29,4,0,0,3,SHOPPING,0
15932.44,6,0,0,6,GROCERY,1
2474.96,3,0,0,7,OTHER,0
8705.94,3,0,1,5,FOOD,0
14329.3,1,0,0,7,GROCERY,0
1307.31,5,0,0,3,SHOPPING,0
32109.08,2,0,0,3,GAMING,0
24414.3,1,1,0,5,SHOPPING,0
10554.23,4,0,1,3,FOOD,0
51226.38,4,0,0,7,SHOPPING,0
8113.11,3,0,1,4,TRAVEL,0
62131.28,4,0,0,4,GAMING,0
16535.69,1,0,0,4,GAMING,0
15104.37,4,0,0,5,ELECTRONICS,0
2722.02,1,0,1,2,GROCERY,1
32046.88,5,0,0,2,GROCERY,0
8365.87,1,0,0,5,OTHER,0
2655.24,2,1,0,5,FOOD,0
190.32,2,0,1,2,FOOD,0
12306.38,1,0,0,3,ELECTRONICS,0
11242.58,4,0,0,7,TRAVEL,0
19059.9,1,0,0,4,SHOPPING,0
33144.35,4,0,0,2,GROCERY,0
1241.05,2,1,0,3,GROCERY,0
19723.37,1,0,0,7,ELECTRONICS,0
3112.96,1,0,0,3,GROCERY,0
29297.64,3,0,0,8,SHOPPING,0
25644.14,2,1,0,3,ELECTRONICS,0
11673.84,1,0,0,4,OTHER,0
18580.68,3,0,0,6,CRYPTO,0
5660.82,1,0,0,1,CRYPTO,1
9556.26,1,0,0,3,SHOPPING,0
25859.01,6,0,0,2,OTHER,0
9222.39,2,0,1,6,ELECTRONICS,0
6642.79,5,0,0,2,OTHER,1
10224.58,2,0,0,6,GROCERY,0
26425.66,4,0,0,5,GROCERY,0
6124.22,1,0,0,2,SHOPPING,0
2863.08,3,0,0,1,GAMING,0
18672.65,1,0,1,2,SHOPPING,1
26228.62,1,0,0,3,OTHER,0
1591.04,2,0,0,6,FOOD,0
4114.07,1,0,0,2,GROCERY,0
2296.78,1,0,0,5,GAMING,0
6414.31,3,0,0,5,TRAVEL,0
8977.13,1,0,0,4,SHOPPING,0
20724.16,3,0,0,2,CRYPTO,0
15796.59,1,0,0,1,GAMING,0
14550.46,4,0,1,3,FOOD,0
6516.65,3,0,0,5,CRYPTO,0
27625.05,5,0,0,2,FOOD,0
9559.65,5,0,0,6,TRAVEL,0
58023.64,1,0,1,4,GROCERY,0
15082.66,3,0,0,4,FOOD,0
2024.67,2,1,1,8,SHOPPING,0
16913.4,2,1,0,4,FOOD,1
5897.95,5,0,0,8,GROCERY,0
17391.07,5,1,0,7,SHOPPING,0
1082.77,2,0,0,4,SHOPPING,0
2883.42,1,1,0,4,GROCERY,0
29041.79,4,0,0,4,GROCERY,0
3865.63,3,1,0,3,GROCERY,1
27213.86,5,0,0,6,GROCERY,0
4912.49,1,0,0,2,SHOPPING,0
15445.33,1,0,0,3,GROCERY,0
17769.94,2,0,0,4,OTHER,0
10781.74,1,0,1,6,GROCERY,0
5464.36,4,1,0,4,GROCERY,1
3586.13,1,0,0,3,SHOPPING,0
506.29,4,0,0,1,GROCERY,0
5434.93,1,0,0,3,GROCERY,0
15883.5,1,0,0,4,GAMING,0
41783.24,3,1,0,4,TRAVEL,0
30742.94,4,1,0,2,GROCERY,0
21790.67,4,0,0,5,SHOPPING,0
23299.22,3,0,0,6,GROCERY,0
16403.7,1,0,0,4,SHOPPING,0
4522.39,2,0,0,4,SHOPPING,0
35658.83,1,0,0,3,GAMING,0
16663.26,3,0,0,3,ELECTRONICS,0
12329.74,3,0,0,2,OTHER,0
1764.69,3,0,0,3,GROCERY,0
8887.47,1,0,0,4,SHOPPING,0
9252.75,1,0,0,3,GROCERY,0
29988.8,1,0,0,5,GAMING,0
11866.3,2,0,0,7,SHOPPING,0
7180.23,4,1,0,5,GROCERY,0
56454.26,2,0,0,1,FOOD,0
1760.16,3,0,0,2,FOOD,0
8236.96,4,0,1,1,GAMING,0
644.0,2,1,0,2,GROCERY,0
20200.57,3,0,0,5,TRAVEL,0
37529.55,3,0,0,5,GAMING,0
4928.34,3,0,0,1,ELECTRONICS,0
29315.06,1,0,0,2,OTHER,0
5184.29,2,0,0,3,GROCERY,0
36248.1,1,0,0,1,SHOPPING,0
21034.03,1,1,0,3,SHOPPING,0
24514.17,2,0,0,1,GROCERY,0
272.56,1,0,0,5,GAMING,0
49375.87,7,1,0,6,ELECTRONICS,1
19456.19,1,0,0,7,SHOPPING,0
5452.28,2,0,0,1,SHOPPING,0
26526.04,2,0,0,3,OTHER,1
4959.29,5,1,0,5,FOOD,0
30924.48,2,0,0,4,FOOD,0
1791.56,2,0,0,3,OTHER,0
18245.03,1,0,0,4,GROCERY,0
11670.73,1,1,0,1,GAMING,0
1522.76,1,1,0,4,ELECTRONICS,0
4153.98,4,0,0,6,OTHER,0
187.22,1,0,0,7,GROCERY,0
9488.35,4,0,0,4,OTHER,0
5377.26,3,0,0,3,GROCERY,0
13682.89,2,0,0,7,FOOD,0
5291.05,2,0,0,1,GROCERY,0
5348.39,3,0,0,7,GROCERY,0
20391.47,3,0,0,3,OTHER,0
740.1,2,0,0,2,ELECTRONICS,0
34979.44,3,0,0,5,SHOPPING,0
28684.91,3,0,0,5,GROCERY,0
16530.48,5,0,0,3,SHOPPING,0
13492.3,1,0,1,1,FOOD,0
33426.43,1,0,0,2,FOOD,0
3074.59,3,0,0,10,TRAVEL,0
1233.93,3,1,0,3,GAMING,0
4106.89,1,0,0,4,SHOPPING,0
23740.35,1,1,0,4,SHOPPING,0
529.28,1,0,0,1,ELECTRONICS,0
13113.09,3,0,0,4,GROCERY,0
80848.32,1,0,0,5,GAMING,1
29037.51,4,0,0,7,CRYPTO,0
11054.78,1,0,0,6,SHOPPING,0
986.34,1,0,1,1,GROCERY,0
26701.04,2,1,0,3,SHOPPING,1
13706.1,3,0,0,2,GROCERY,0
1831.38,3,0,0,2,GAMING,0
1478.38,1,0,0,3,FOOD,0
36057.12,3,0,0,8,FOOD,0
16593.63,2,0,1,2,OTHER,0
26516.55,3,0,0,4,SHOPPING,0
31676.86,3,0,1,2,GAMING,0
12721.51,3,0,0,1,TRAVEL,0
10929.95,3,0,0,5,FOOD,0
8443.04,5,0,0,7,GROCERY,0
5717.73,5,0,0,3,GAMING,0
8553.22,4,1,0,5,GAMING,0
22300.32,1,0,0,3,GROCERY,0
13816.66,4,0,1,4,FOOD,0
33457.22,2,0,0,2,GAMING,0
8788.09,1,0,0,5,OTHER,0
14012.6,2,0,0,1,CRYPTO,0
14966.89,2,0,0,4,ELECTRONICS,0
13436.19,7,0,0,6,OTHER,0
18191.86,4,0,0,2,FOOD,0
4065.98,2,0,0,5,GROCERY,0
10772.78,3,0,0,2,FOOD,0
1650.99,3,0,1,1,OTHER,1
7280.08,5,0,0,5,OTHER,0
10031.71,4,0,0,4,GROCERY,0
15842.96,1,0,0,5,SHOPPING,0
45096.15,2,0,0,6,GROCERY,0
13768.8,2,1,0,4,GAMING,0
20414.89,3,0,0,3,SHOPPING,0
10586.38,3,1,0,2,OTHER,0
15081.09,6,0,0,4,GROCERY,1
1103.6,1,0,0,9,ELECTRONICS,0
4403.32,2,0,0,8,SHOPPING,0
6737.8,2,0,0,7,FOOD,0
9593.91,2,0,0,3,SHOPPING,1
700.85,5,0,0,1,SHOPPING,0
2262.76,1,0,0,5,FOOD,0
4861.34,2,0,0,4,TRAVEL,0
53384.98,1,0,0,4,ELECTRONICS,0
6037.35,4,0,0,3,GROCERY,0
9867.89,1,1,0,6,TRAVEL,0
3274.16,2,0,0,5,ELECTRONICS,0
14154.16,1,0,0,2,GROCERY,0
4941.8,4,1,0,2,ELECTRONICS,0
3478.84,1,0,0,2,GAMING,0
10902.81,2,0,0,6,CRYPTO,0
100.0,4,1,1,5,GROCERY,0
115.4,3,0,0,2,ELECTRONICS,0
3709.02,6,0,0,3,GAMING,0
561.19,4,0,0,3,SHOPPING,0
1714.77,1,0,1,3,SHOPPING,1
6206.86,1,0,0,3,FOOD,0
24336.76,1,0,1,5,FOOD,0
12731.19,2,0,0,3,SHOPPING,0
10782.14,1,0,1,4,GROCERY,1
5211.24,5,0,1,5,SHOPPING,0
40269.49,5,0,0,6,FOOD,0
7587.95,6,0,0,7,FOOD,0
1366.82,1,0,0,6,SHOPPING,0
14398.41,2,0,1,8,CRYPTO,0
1812.84,3,1,1,5,FOOD,1
6351.91,2,0,0,4,ELECTRONICS,0
10621.23,5,0,0,5,FOOD,0
31098.62,3,0,0,2,GROCERY,0
10204.84,5,0,0,8,OTHER,0
18172.96,2,0,0,4,TRAVEL,0
74040.24,1,1,0,4,GROCERY,0
2114.63,4,0,1,2,TRAVEL,0
4818.2,1,1,0,7,GROCERY,0
7527.4,3,0,0,7,OTHER,0
8218.26,1,1,0,3,FOOD,0
7940.47,2,0,1,3,GAMING,0
35726.21,1,1,0,3,GROCERY,0
18778.16,6,0,0,4,TRAVEL,0
14043.78,2,1,0,2,OTHER,0
5552.32,3,0,0,2,FOOD,1
26041.21,3,0,0,1,GROCERY,0
46536.58,1,0,0,4,TRAVEL,0
25822.17,1,0,0,5,GROCERY,0
100.0,1,0,0,5,ELECTRONICS,0
15175.57,1,1,1,4,TRAVEL,1
787.34,2,0,0,4,FOOD,0
4468.15,2,0,0,6,ELECTRONICS,0
920.55,5,0,0,4,FOOD,0
13887.37,1,0,0,6,OTHER,0
17403.64,3,0,0,7,FOOD,0
1823.83,1,1,0,5,GAMING,0
7263.7,5,0,0,2,FOOD,0
9138.61,1,0,0,3,ELECTRONICS,0
6908.0,2,0,0,8,GROCERY,0
1934.98,1,0,0,2,FOOD,0
8143.72,2,0,0,5,GROCERY,0
20865.27,2,0,0,5,SHOPPING,0
1104.82,1,0,0,1,SHOPPING,0
1253.66,1,0,0,3,SHOPPING,0
6572.26,4,0,0,6,OTHER,0
42638.91,4,0,1,5,FOOD,0
16565.2,2,1,0,5,GAMING,1
17029.3,1,0,0,2,SHOPPING,0
6739.37,1,0,0,2,FOOD,0
13508.5,6,0,0,6,FOOD,1
152.74,1,0,0,2,TRAVEL,1
15162.98,5,0,0,5,FOOD,0
36677.26,1,0,0,3,GAMING,0
14223.44,5,0,0,2,OTHER,0
31036.26,3,0,0,4,FOOD,0
19308.85,1,0,0,4,GROCERY,0
1927.02,1,0,0,3,FOOD,0
34911.36,3,0,0,3,SHOPPING,1
1031.31,5,0,0,5,FOOD,0
11452.5,2,0,0,6,OTHER,0
2299.67,1,0,0,4,GAMING,1
176.64,1,1,0,5,OTHER,0
8223.61,2,0,0,3,SHOPPING,0
5244.23,6,0,0,3,FOOD,0
9982.99,1,1,0,4,SHOPPING,0
12912.84,4,0,0,4,SHOPPING,0
670.87,4,0,0,3,ELECTRONICS,0
1968.78,1,0,1,5,OTHER,0
12268.5,1,0,0,4,SHOPPING,0
6304.89,1,1,0,2,FOOD,0
19594.15,2,0,0,5,FOOD,0
15845.87,4,1,0,5,ELECTRONICS,0
28023.55,4,0,0,3,TRAVEL,0
17688.85,2,0,0,3,SHOPPING,0
8429.97,3,0,1,2,FOOD,1
16765.4,2,1,0,2,CRYPTO,0
4831.64,2,0,0,6,GAMING,0
5486.03,4,0,0,3,GROCERY,0
23337.4,1,0,0,6,SHOPPING,1
8870.22,1,0,0,5,SHOPPING,0
24020.58,1,0,0,4,SHOPPING,0
25925.21,3,0,0,6,SHOPPING,0
29232.76,2,1,0,5,ELECTRONICS,0
37267.94,6,0,1,3,GROCERY,0
8457.73,2,0,1,3,SHOPPING,0
5759.96,2,0,0,4,FOOD,0
13091.24,3,0,0,2,GROCERY,0
6958.47,3,0,0,1,SHOPPING,0
13784.7,1,1,0,4,GROCERY,0
18341.52,2,0,0,7,FOOD,0
17490.77,2,1,0,5,SHOPPING,0
7039.33,5,0,0,2,OTHER,0
2738.31,3,0,1,5,ELECTRONICS,0
8445.72,3,0,0,4,FOOD,0
2307.66,2,0,0,3,SHOPPING,0
33122.36,4,0,0,6,SHOPPING,0
6366.91,1,0,0,3,GROCERY,0
2516.69,1,0,0,4,GROCERY,0
386.66,3,0,0,4,GROCERY,0
15569.35,2,1,0,4,SHOPPING,0
15196.25,2,0,0,5,ELECTRONICS,0
6246.47,4,0,0,1,TRAVEL,0
1116.2,1,0,0,3,OTHER,0
7905.06,6,0,0,4,GROCERY,0
5592.45,1,0,1,4,OTHER,0
16957.15,3,1,0,5,SHOPPING,0
13962.66,2,0,1,4,FOOD,1
6802.36,1,0,0,5,OTHER,0
3686.45,1,0,1,5,SHOPPING,0
66387.75,1,0,0,3,FOOD,1
9077.09,2,0,0,6,FOOD,0
17484.47,1,0,0,1,FOOD,0
2271.99,1,1,0,6,OTHER,0
9971.01,4,0,0,2,FOOD,0
418.84,3,0,0,2,OTHER,0
10561.76,2,0,0,7,FOOD,0
49870.8,1,0,0,7,FOOD,0
7272.66,2,0,0,4,GROCERY,0
596.65,1,0,0,4,SHOPPING,0
471.68,6,0,0,3,FOOD,0
7365.02,4,0,0,4,ELECTRONICS,0
2615.75,1,0,1,3,FOOD,0
354.44,3,0,0,6,CRYPTO,0
21171.94,5,0,1,5,CRYPTO,1
9201.82,5,0,0,2,FOOD,0
5121.41,3,0,1,3,GAMING,0
34551.26,3,1,0,11,CRYPTO,1
1851.83,1,0,0,7,TRAVEL,0
46825.84,2,1,0,3,SHOPPING,0
5652.44,2,0,0,1,SHOPPING,0
32893.01,5,0,0,7,GAMING,0
13855.13,1,0,0,3,FOOD,0
26291.6,2,0,0,4,FOOD,0
62039.84,1,0,0,3,GROCERY,1
5103.7,1,0,0,3,SHOPPING,0
48715.1,3,0,0,6,GROCERY,0
7401.71,1,0,0,2,FOOD,0
7304.49,4,0,0,5,SHOPPING,0
6241.53,2,0,0,3,FOOD,0
11693.9,3,1,0,6,GROCERY,0
2511.11,2,1,0,3,SHOPPING,0
12101.84,3,0,1,3,CRYPTO,0
11703.63,1,0,0,5,FOOD,0
21526.08,2,0,0,2,FOOD,0
26904.92,3,1,0,6,FOOD,0
8709.1,3,0,0,5,CRYPTO,0
5400.21,3,0,0,3,SHOPPING,0
4503.1,2,0,0,7,GROCERY,0
3246.69,2,1,0,5,ELECTRONICS,0
890.64,4,0,0,3,GROCERY,0
6288.47,3,0,0,4,GROCERY,0
4725.75,2,0,0,6,FOOD,0
50906.2,5,1,0,2,GROCERY,1
12236.8,3,1,1,3,TRAVEL,1
6399.04,2,0,0,4,SHOPPING,0
13029.22,3,0,0,1,ELECTRONICS,0
2248.34,2,0,0,5,SHOPPING,0
8805.99,1,0,0,6,SHOPPING,0
14761.89,1,1,0,5,SHOPPING,1
10067.79,3,0,0,5,SHOPPING,0
7706.92,2,0,1,3,GROCERY,0
76365.62,3,0,0,5,ELECTRONICS,0
31843.35,4,0,0,2,OTHER,0
14648.81,3,1,0,7,SHOPPING,0
12637.85,1,0,0,7,SHOPPING,0
14539.85,2,0,0,5,GROCERY,0
3371.78,2,0,1,1,OTHER,0
7541.32,1,0,1,3,OTHER,0
603.89,4,0,0,5,GAMING,0
9680.96,2,1,0,3,GROCERY,1
11746.89,2,0,0,2,OTHER,0
3876.7,2,1,0,6,GROCERY,0
49875.57,1,0,0,6,SHOPPING,0
36028.56,2,1,0,6,SHOPPING,0
19209.74,3,0,0,5,CRYPTO,0
11433.81,2,0,0,5,GAMING,0
30599.75,1,0,0,4,GAMING,0
2100.18,1,1,0,2,CRYPTO,0
23446.17,3,0,0,3,SHOPPING,0
1999.9,3,0,0,5,GAMING,0
23713.53,3,1,0,2,GROCERY,0
4839.64,2,0,0,4,SHOPPING,0
31444.61,5,0,0,5,GROCERY,0
43247.33,4,0,0,5,OTHER,1
2416.55,4,0,0,4,OTHER,0
9317.3,1,0,0,9,GROCERY,0
59439.78,4,0,0,5,SHOPPING,0
9907.51,1,0,0,3,FOOD,0
29876.68,3,0,0,3,FOOD,0
13327.64,3,0,0,3,SHOPPING,0
7057.97,3,0,0,5,GROCERY,0
5048.54,1,0,0,3,GROCERY,0
3407.71,4,0,0,8,TRAVEL,0
21519.56,6,0,0,6,GROCERY,0
7329.62,4,1,0,2,TRAVEL,0
10739.34,1,1,0,2,FOOD,1
10168.72,2,0,0,3,CRYPTO,0
12915.64,1,1,0,5,TRAVEL,0
30101.47,1,1,0,4,ELECTRONICS,1
59245.36,3,0,0,3,GROCERY,0
7853.2,2,0,0,3,FOOD,0
26362.02,4,0,0,1,OTHER,0
21692.44,2,0,0,7,SHOPPING,0
12783.16,1,1,0,3,SHOPPING,0
46869.56,3,0,1,2,CRYPTO,1
3356.05,2,0,0,6,GROCERY,0
1735.61,5,0,1,2,SHOPPING,0
28858.32,1,0,0,3,FOOD,0
8674.52,4,0,1,8,SHOPPING,0
28156.71,4,1,1,4,GROCERY,1
33536.55,1,0,1,1,GROCERY,0
967.4,2,1,0,7,SHOPPING,0
32243.42,4,0,0,4,GAMING,0
8921.78,1,0,1,3,OTHER,0
10713.49,1,0,0,6,TRAVEL,0
14776.27,1,1,0,6,SHOPPING,1
39133.11,3,0,0,3,GAMING,0
289.52,1,0,0,6,SHOPPING,0
9718.12,1,0,0,6,SHOPPING,0
17457.92,3,1,0,8,GROCERY,1
19240.21,3,0,0,4,GAMING,0
17690.78,7,0,0,5,SHOPPING,0
2165.59,2,0,0,5,OTHER,0
5337.18,2,0,0,4,GAMING,0
6664.23,2,0,0,3,SHOPPING,0
24478.11,3,1,0,5,ELECTRONICS,0
4901.75,9,0,0,4,SHOPPING,0
3549.23,3,1,0,4,GROCERY,0
47355.43,2,0,0,5,SHOPPING,0
133.54,2,0,0,2,CRYPTO,0
91932.34,1,1,0,4,CRYPTO,1
16943.25,2,0,0,5,TRAVEL,0
26444.9,2,0,0,5,SHOPPING,0
5235.27,1,0,0,4,GROCERY,0
216.28,3,0,1,2,FOOD,0
20083.69,1,0,0,11,OTHER,0
26949.58,1,0,0,7,ELECTRONICS,0
20233.6,2,0,1,5,ELECTRONICS,1
2312.14,6,0,0,4,GAMING,1
21001.51,2,0,0,5,TRAVEL,0
21975.05,1,1,0,5,TRAVEL,0
16117.89,1,0,0,4,SHOPPING,1
21793.95,3,0,1,2,SHOPPING,0
28054.39,1,0,1,9,CRYPTO,0
14263.39,2,0,0,5,SHOPPING,0
1391.68,1,0,0,7,CRYPTO,0
10030.56,3,0,0,3,CRYPTO,0
1212.45,2,1,0,4,GAMING,0
7852.16,4,1,0,5,GROCERY,0
7841.11,3,0,0,4,GROCERY,0
1024.34,2,0,0,3,FOOD,0
6434.55,4,0,0,4,CRYPTO,0
1764.84,2,0,0,4,CRYPTO,0
24772.29,3,0,0,4,GROCERY,0
44257.95,4,0,0,4,FOOD,0
1125.97,4,0,0,2,CRYPTO,0
46554.84,2,0,0,3,FOOD,0
11090.27,4,0,0,5,OTHER,0
5340.82,1,0,0,1,SHOPPING,0
1199.65,3,0,0,5,OTHER,0
10415.95,7,0,0,3,SHOPPING,0
23735.77,1,0,0,3,FOOD,0
18418.17,1,1,0,6,SHOPPING,0
772.97,2,1,0,4,OTHER,1
1135.44,1,0,0,2,FOOD,0
7734.39,4,0,1,2,ELECTRONICS,0
5249.54,3,0,0,1,SHOPPING,0
3966.99,3,0,0,3,OTHER,0
4948.5,1,0,0,3,GROCERY,0
24405.08,1,0,0,5,SHOPPING,0
39724.39,1,0,1,4,GROCERY,0
7790.5,8,0,0,1,TRAVEL,0
35484.63,1,0,1,1,SHOPPING,1
5817.97,3,0,0,5,GROCERY,0
9706.47,2,0,1,3,CRYPTO,1
3843.31,6,0,0,1,SHOPPING,0
15344.62,4,0,0,3,SHOPPING,1
57935.01,2,0,0,6,SHOPPING,0
13875.93,1,0,0,7,SHOPPING,0
6643.16,2,0,0,4,GROCERY,0
15654.08,2,0,0,9,GAMING,1
1967.37,1,0,0,7,FOOD,0
32927.38,1,0,0,5,ELECTRONICS,0
10490.01,2,0,0,5,GROCERY,0
8949.83,4,0,0,1,SHOPPING,0
13223.44,1,0,0,3,OTHER,0
14703.8,1,0,0,2,SHOPPING,0
1117.23,4,0,0,1,GROCERY,0
17214.7,5,0,0,2,GROCERY,0
4154.73,1,0,0,2,CRYPTO,0
18773.97,1,0,0,3,FOOD,0
25934.71,3,0,0,4,OTHER,0
24441.43,1,1,0,3,FOOD,1
12061.21,3,1,0,4,SHOPPING,0
11014.85,1,0,0,1,SHOPPING,0
2312.59,1,0,0,6,GROCERY,0
22397.92,4,0,0,3,SHOPPING,0
4749.65,2,1,0,3,ELECTRONICS,0
10298.4,1,0,0,1,ELECTRONICS,0
5016.87,2,0,0,6,SHOPPING,0
2155.08,1,0,0,3,GAMING,0
14895.86,1,0,0,4,GAMING,0
837.96,2,0,0,8,GROCERY,0
20713.35,4,0,0,6,SHOPPING,0
5731.8,7,0,0,3,GROCERY,1
100.0,5,0,0,3,GROCERY,0
10734.85,2,1,0,4,ELECTRONICS,0
719.77,2,0,0,4,SHOPPING,0
4847.97,2,0,0,5,TRAVEL,0
18412.54,2,0,0,5,ELECTRONICS,0
971.11,3,0,0,3,FOOD,0
27426.83,3,0,0,2,SHOPPING,0
100.0,5,0,1,5,TRAVEL,0
4251.84,7,1,0,2,GROCERY,1
20258.35,2,0,0,10,CRYPTO,0
5702.89,3,0,1,4,FOOD,0
1611.98,3,0,1,7,ELECTRONICS,0
6699.79,2,0,1,6,OTHER,0
4728.74,1,0,1,4,SHOPPING,0
27745.14,1,0,0,5,FOOD,0
5638.91,3,0,0,5,FOOD,0
23333.66,3,0,0,2,GROCERY,0
33366.61,2,0,0,3,GAMING,0
8532.58,3,1,0,2,FOOD,0
36109.71,2,0,0,6,GROCERY,0
7105.79,4,0,0,1,ELECTRONICS,0
49896.25,4,0,0,7,FOOD,0
1402.95,1,1,0,3,TRAVEL,0
